Event,Result,WhiteElo,BlackElo,ECO,Opening,TimeControl,Termination,white_material,black_material,material_diff,white_pieces_attacked,white_attacked_value,black_pieces_attacked,black_attacked_value,attacked_diff,white_center_pieces,black_center_pieces,white_center_control,black_center_control,center_control_diff,white_extended_control,black_extended_control,extended_control_diff,white_can_castle_kingside,white_can_castle_queenside,black_can_castle_kingside,black_can_castle_queenside,white_has_castled,black_has_castled,white_castling_rights_count,black_castling_rights_count,white_mobility,black_mobility,mobility_diff,white_weighted_mobility,black_weighted_mobility,weighted_mobility_diff,position_advantage,center_advantage,aggression,pawn_structure,pieces_protected,degrees_of_freedom,opponent_aggression,queen_position,knight_position,bishop_position,rook_position,pawn_position,dof_x_material
Rapid,1,1771,1737,B00,Borg Defense,600+0,Normal,33,33,0,1,9,5,15,6,2,1,4,3,1,14,10,4,0,0,1,1,1,0,0,2,37,37,0,156.0,0.0,156.0,4,4,4,1,2,0,5,-1,0,-1,1,0,2442.0
Rapid,1,1642,1653,C22,Center Game: Paulsen Attack Variation,600+0,Normal,29,28,1,4,8,0,0,-8,1,0,4,1,3,10,9,1,0,0,0,0,1,0,0,0,22,33,-11,53.0,0.0,53.0,-4,1,-4,1,3,-11,-4,0,3,-5,-1,2,1562.0
Rapid,-1,1732,1726,B54,"Sicilian Defense: Modern Variations, Main Line",600+0,Normal,26,28,-2,3,5,2,4,-1,1,0,2,3,-1,8,11,-3,0,0,0,0,1,1,0,0,34,38,-4,96.0,0.0,96.0,-5,-3,-1,2,1,-4,-1,0,-6,-2,-1,2,1948.0
Rapid,-1,1452,1452,C23,Bishop's Opening,600+0,Normal,32,32,0,2,2,1,3,1,1,1,3,4,-1,12,10,2,0,0,1,1,1,0,0,2,30,36,-6,137.0,0.0,137.0,2,2,-1,0,2,-6,2,4,-6,0,1,0,2112.0
Rapid,1,1623,1430,C20,Center Game,600+0,Normal,23,21,2,2,6,2,4,-2,0,0,2,2,0,9,7,2,0,0,0,0,1,1,0,0,28,30,-2,71.0,0.0,71.0,0,2,0,0,-2,-2,2,0,-5,1,-2,4,1274.0
Rapid,-1,1705,1718,A00,Hungarian Opening: Slav Formation,600+0,Normal,36,36,0,2,2,1,1,-1,1,1,4,4,0,10,12,-2,0,0,0,0,1,1,0,0,35,33,2,110.0,0.0,110.0,-3,-2,-1,0,1,2,-2,-5,4,4,0,0,2448.0
Blitz,1,1809,1901,B20,Sicilian Defense: Staunton-Cochrane Variation,180+2,Normal,35,34,1,1,1,1,1,0,1,1,4,4,0,10,11,-1,0,0,0,0,1,1,0,0,29,34,-5,101.0,0.0,101.0,-1,-1,0,0,1,-5,1,-3,8,-5,2,2,2171.0
Blitz,1,1741,1666,A00,Hungarian Opening: Reversed Modern Defense,180+2,Normal,34,35,-1,0,0,3,5,5,1,2,4,3,1,10,12,-2,0,0,1,1,1,0,0,2,28,38,-10,126.0,0.0,126.0,-4,-2,3,-1,1,-10,-5,2,-10,5,0,-2,2282.0
Blitz,-1,1413,1384,B00,Owen Defense,180+2,Normal,25,31,-6,5,11,3,7,-4,1,0,4,3,1,12,13,-1,0,0,0,0,1,1,0,0,46,53,-7,132.0,0.0,132.0,-8,-1,-2,0,-1,-7,-5,-17,0,12,-1,0,2793.0
Blitz,1,1767,1790,A40,Horwitz Defense,180+2,Normal,29,30,-1,1,3,3,9,6,1,1,3,2,1,11,11,0,1,1,0,0,0,1,2,0,38,43,-5,191.0,0.0,191.0,-1,0,2,1,-2,-5,0,5,-8,-3,-2,4,2392.0
Blitz,1,1497,1491,D02,Queen's Pawn Game: Anti-Torre,300+0,Normal,34,34,0,4,6,2,4,-2,2,1,3,3,0,11,11,0,0,0,0,0,1,1,0,0,31,44,-13,130.0,0.0,130.0,-2,0,-2,0,1,-13,-2,1,-8,3,-3,0,2550.0
Blitz,-1,1403,1382,C40,King's Pawn Game: McConnell Defense,180+0,Normal,35,35,0,1,1,1,1,0,1,1,3,3,0,12,11,1,0,0,1,1,1,0,0,2,33,33,0,168.0,0.0,168.0,2,1,0,0,2,0,2,2,-2,4,-1,0,2310.0
Rapid,-1,1884,1912,D35,Queen's Gambit Declined: Exchange Variation,600+5,Normal,35,35,0,3,5,4,6,1,2,1,4,3,1,13,12,1,0,0,0,0,1,1,0,0,45,44,1,175.0,0.0,175.0,1,1,1,-1,1,1,1,0,10,-9,1,0,3115.0
Rapid,-1,1809,1716,B50,Sicilian Defense,600+5,Normal,32,32,0,2,4,3,5,1,2,0,4,3,1,14,11,3,0,0,0,0,1,1,0,0,46,35,11,206.0,0.0,206.0,4,3,1,-2,-2,11,5,3,0,3,0,0,2592.0
Blitz,0,1434,1426,C44,Scotch Game: Lolli Variation,300+0,Normal,32,32,0,3,5,2,2,-3,1,0,3,4,-1,10,13,-3,0,0,0,0,0,0,0,0,35,36,-1,164.0,0.0,164.0,-6,-3,-1,-1,-3,-1,0,1,8,-8,-5,0,2272.0
Blitz,1,2107,2126,A40,Englund Gambit: Hartlaub-Charlick Gambit,300+0,Normal,26,25,1,1,1,2,2,1,1,0,4,2,2,11,9,2,0,0,0,0,0,0,0,0,32,42,-10,71.0,0.0,71.0,1,2,1,3,1,-10,1,0,-7,4,-9,2,1882.0
Blitz,-1,1662,1759,C42,Petrov's Defense: Italian Variation,300+0,Normal,23,31,-8,4,12,3,11,-1,1,0,2,2,0,9,9,0,0,0,0,0,1,1,0,0,20,37,-17,42.0,0.0,42.0,-11,0,-1,-2,-3,-17,-9,-17,0,1,2,2,1607.0
Blitz,-1,1835,1844,B01,Scandinavian Defense: Main Line,300+0,Normal,35,35,0,2,10,5,9,-1,1,1,3,3,0,13,12,1,0,0,0,0,1,1,0,0,48,42,6,225.0,0.0,225.0,-1,1,3,-1,-2,6,0,5,0,-3,3,0,3150.0
Blitz,-1,1621,1623,C48,"Four Knights Game: Spanish Variation, Rubinstein Variation",300+0,Normal,32,32,0,2,6,1,1,-5,0,0,4,4,0,9,12,-3,0,0,0,0,1,1,0,0,28,32,-4,93.0,0.0,93.0,-4,-3,-1,0,1,-4,-3,-3,16,-15,-1,0,1920.0
Blitz,1,1930,1956,D00,Queen's Pawn Game: Levitsky Attack,300+0,Normal,36,35,1,0,0,2,2,2,0,1,4,3,1,11,10,1,1,1,0,0,0,1,2,0,37,36,1,132.0,0.0,132.0,1,1,2,0,0,1,1,-2,-4,8,-2,2,2592.0
Blitz,1,1915,1852,B98,"Sicilian Defense: Najdorf Variation, Traditional Line",300+0,Normal,35,38,-3,3,5,3,5,0,1,1,4,3,1,11,11,0,0,0,1,0,0,0,0,1,35,37,-2,131.0,0.0,131.0,2,0,0,1,0,-2,1,1,-10,1,1,0,2631.0
Blitz,-1,1513,1598,C48,"Four Knights Game: Spanish Variation, Classical Variation",300+0,Normal,21,19,2,0,0,2,2,2,1,0,1,2,-1,8,7,1,0,0,0,0,1,1,0,0,33,27,6,94.0,0.0,94.0,4,1,2,0,1,6,-1,0,8,-1,0,-2,1206.0
Blitz,1,2177,2169,C88,Ruy Lopez: Closed,300+0,Normal,39,39,0,2,2,1,1,-1,1,1,3,4,-1,10,12,-2,0,0,0,0,1,1,0,0,36,42,-6,121.0,0.0,121.0,-2,-2,-1,0,0,-6,-2,-3,-6,1,-1,0,3042.0
Blitz,1,1557,1526,D38,Queen's Gambit Declined: Ragozin Defense,180+2,Normal,31,27,4,2,2,1,1,-1,1,1,3,2,1,10,10,0,0,0,0,0,1,1,0,0,32,31,1,133.0,0.0,133.0,3,0,-1,0,3,1,-2,-1,2,5,6,-1,1829.0
